"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id","partner_geo"
"2019-04-16","Western Europe","Geneva","1","0","business","12690","28396","Russia"
"2019-04-16","Russia","Perm","1","0","business","920","28396","Russia"
"2019-08-21","International","New York","1","0","leasure","11186","25785","International"
"2019-07-02","International","Toronto","2","1","leasure","77526","24435","Arabia"
"2019-05-22","Western Europe","Edinburgh","3","1","business","98004","22824","Visegrad Group"
"2019-04-21","Russia","Ufa","2","1","business","6435","29826","Russia"
"2019-04-15","Russia","Moscow","1","1","business","6875","33074","Russia"
"2019-06-01","Western Europe","Paris","7","0","leasure","77189","20967","Russia"
"2019-04-25","Russia","Astrakhan","1","1","business","4157","23176","Russia"
"2019-04-20","Russia","Kolomna","1","1","leasure","3024","7408","Russia"
"2019-04-18","Russia","Yekaterinburg","1","1","business","2879","25500","Russia"
"2019-09-20","Western Europe","Paris","4","0","business","26660","37527","International"
"2019-05-06","Western Europe","Dusseldorf","4","1","business","40534","37049","Visegrad Group"
"2019-05-29","Southern Europe","Tossa de Mar","17","0","leasure","79858","5945","Russia"
"2019-04-16","Russia","Khimki","1","1","business","5443","10388","Russia"
"2019-06-05","Southern Europe","Florence","3","1","business","48616","19184","Arabia"
"2019-11-28","International","Cancun","3","1","leasure","27684","23414","International"
"2019-04-19","Arabia","Salalah","7","1","leasure","20619","20278","Arabia"
"2019-04-23","International","New Delhi","3","1","business","23992","22905","Russia"
"2019-05-12","International","Shanghai","5","1","business","77899","32561","Russia"
"2019-04-22","Russia","Krasnodar","4","0","business","17220","28531","Russia"
"2019-04-24","Southern Europe","Rome","7","1","leasure","43797","16736","Russia"
"2019-09-03","Western Europe","Berlin","2","0","business","2221","21275","Russia"
"2019-04-16","Russia","Ufa","2","1","business","5517","7516","Russia"
"2019-04-16","Russia","Ivanovo","1","1","business","1742","7516","Russia"
"2019-07-04","Southern Europe","Ljubljana","10","1","leasure","83463","9070","Russia"
"2019-09-14","Russia","Moscow","4","1","business","103759","18979","Western Europe"
"2019-05-20","Western Europe","Leinfelden-Echterdingen","2","1","business","41581","29367","Western Europe"
"2019-04-17","Russia","Khimki","1","1","business","5183","22888","Russia"
"2019-05-15","Western Europe","London","7","0","leasure","108040","28805","CIS"
"2019-04-29","International","Phuket","10","1","leasure","169174","32561","Russia"
"2019-05-20","International","Vilnius","1","1","business","5452","22905","Russia"
"2019-08-05","Russia","Moscow","1","1","leasure","13780","18551","Russia"
"2019-04-24","Russia","Ufa","2","0","business","4996","7516","Russia"
"2019-05-02","Russia","Kostroma","2","1","business","6338","24008","Russia"
"2019-06-29","Russia","Saint Petersburg","2","1","leasure","11039","22888","Russia"
"2019-04-17","International","Seoul","4","1","business","4755","28805","CIS"
"2019-05-24","Southern Europe","Athens","4","1","business","68236","18493","CIS"
"2019-05-10","Western Europe","Berlin","4","1","leasure","42133","21153","CIS"
"2019-04-18","CIS","Tashkent","1","1","business","2570","25369","CIS"
"2019-05-02","International","Tel Aviv","1","1","business","30074","29367","Western Europe"
"2019-05-12","Southern Europe","Rethimnon","3","0","leasure","5381","24639","Russia"
"2019-05-14","International","Riga","1","1","business","3857","6295","Russia"
"2019-04-17","Russia","Moscow","10","1","leasure","53397","6377","Russia"
"2019-05-14","International","Sokcho","3","1","business","24405","27092","Russia"
"2019-04-16","Russia","Moscow","5","1","business","20769","17577","Russia"
"2019-04-22","Russia","Kotlas","2","1","business","5257","14806","Russia"
"2019-06-14","Russia","Kazan","2","1","leasure","5517","7588","Russia"
"2019-05-22","Western Europe","Dortmund","2","0","business","12619","11539","Russia"
"2019-06-04","Western Europe","Munich","3","1","business","66225","32866","International"
"2019-04-25","Russia","Moscow","1","1","business","2796","17369","Russia"
"2019-08-20","International","Oradea","2","1","business","12431","29158","Balkans"
"2019-05-15","Western Europe","Ghent","3","1","business","24789","18422","International"
"2019-06-07","Southern Europe","Milan","5","1","business","40597","11271","Russia"
"2019-08-02","Western Europe","Vienna","7","1","leasure","40073","16000","Russia"
"2019-04-26","International","Prague","4","1","leasure","47760","33988","International"
"2019-07-07","Southern Europe","Sorrento","3","1","business","33834","26140","Western Europe"
"2019-05-27","Southern Europe","Rimini","5","0","business","12765","29302","Russia"
"2019-07-26","International","Prague","4","1","business","19977","18422","International"
"2019-05-31","Western Europe","Paris","7","0","leasure","139100","20784","Russia"
"2019-04-25","Western Europe","Eindhoven","1","0","leasure","42859","32073","International"
"2019-04-24","Russia","Sochi","2","1","business","10877","14806","Russia"
"2019-04-26","Russia","Noyabrsk","2","1","leasure","6617","25591","Russia"
"2019-09-24","Russia","Moscow","1","0","business","3932","6491","Russia"
"2019-05-12","International","Tokyo","4","1","business","19561","7749","Russia"
"2019-04-21","Russia","Moscow","2","1","business","35595","13302","CIS"
"2019-04-17","Russia","Moscow","2","1","business","14567","6054","Russia"
"2019-04-16","Russia","Moscow","1","1","business","4490","15414","CIS"
"2019-06-27","Russia","Anapa","12","0","leasure","18568","17913","Russia"
"2019-04-16","Russia","Moscow","3","1","business","62420","32125","International"
"2019-04-23","Russia","Ulyanovsk","2","1","business","6137","14806","Russia"
"2019-06-28","Southern Europe","Athens","9","1","leasure","59678","17383","Russia"
"2019-04-22","Arabia","Cairo","3","1","business","28418","11491","Russia"
"2020-01-03","Southern Europe","Selva di Val Gardena","12","0","leasure","150305","6734","CIS"
"2019-04-16","International","Medellin","7","1","leasure","30126","36661","Russia"
"2019-04-16","International","Durban Central Business District","1","1","business","4507","19380","International"
"2019-08-19","Southern Europe","Rome","14","0","leasure","120164","13887","Russia"
"2019-04-16","Russia","Krasnodar","2","1","business","5265","10189","Russia"
"2019-06-19","International","Sofia","4","1","business","21379","29728","Russia"
"2019-04-17","Russia","Saint Petersburg","4","1","business","26168","6868","Russia"
"2019-04-18","Russia","Yekaterinburg","1","1","business","4709","15414","CIS"
"2019-04-24","Southern Europe","Rome","3","1","business","24021","25306","International"
"2019-04-27","CIS","Baku","1","1","leasure","10919","6364","Russia"
"2019-05-12","Western Europe","Bracknell","4","1","business","40543","35410","International"
"2019-11-26","International","Mexico City","1","1","business","7773","19380","International"
"2019-07-03","Russia","Saint Petersburg","7","0","leasure","22922","18466","Russia"
"2019-04-17","Russia","Perm","3","1","business","8818","6019","Russia"
"2019-06-29","Western Europe","Marseille","1","1","leasure","13965","11542","Russia"
"2019-06-19","Southern Europe","Florence","2","1","business","157696","18532","CIS"
"2019-04-16","International","Antalya","5","1","leasure","17357","15959","International"
"2019-04-24","Russia","Belgorod","1","1","business","2880","14684","Russia"
"2019-04-24","Russia","Moscow","2","1","business","5515","6690","Russia"
"2019-04-22","CIS","Tashkent","4","1","business","12163","18744","Arabia"
"2019-05-11","Western Europe","Paris","3","1","business","16138","18303","International"
"2019-05-01","Western Europe","Hamburg","6","1","leasure","72969","36798","CIS"
"2019-04-17","Russia","Obninsk","2","1","business","5612","14684","Russia"
"2019-04-17","Russia","Krasnaya Polyana","2","1","business","6496","14684","Russia"
"2019-05-21","Western Europe","Paris","4","1","business","45124","18744","Arabia"
"2019-04-17","Western Europe","Marseille","1","1","business","9309","14684","Russia"
"2019-05-13","Southern Europe","Rome","5","1","business","32873","19482","Russia"
"2019-04-17","Russia","Ufa","1","1","business","3234","5782","Russia"
"2019-07-26","Western Europe","Munich","2","0","leasure","10052","21769","Arabia"
"2019-07-23","Russia","Khabarovsk","2","0","leasure","13800","7142","Russia"
"2019-04-30","Russia","Krasnaya Polyana","6","1","leasure","18768","14684","Russia"
"2019-04-17","Russia","Belgorod","1","1","business","3541","5782","Russia"
"2019-04-27","Arabia","Riyadh","1","0","leasure","4875","21769","Arabia"
"2019-04-23","International","Istanbul","2","1","business","13600","26582","Russia"
"2019-06-14","International","Prague","4","1","leasure","19216","8562","Russia"
"2019-04-23","International","Tokyo","5","1","business","56157","17517","CIS"
"2019-04-18","Russia","Novocherkassk","1","0","business","1604","23082","Russia"
"2019-05-14","Western Europe","Paris","3","0","business","54433","16578","Russia"
"2019-09-25","Russia","Khabarovsk","1","1","leasure","10469","21385","Russia"
"2019-04-29","International","Kolding","3","1","business","20048","20545","Baltic States"
"2019-10-02","International","Los Angeles","5","0","business","100102","32473","Western Europe"
"2019-05-06","Western Europe","Hamburg","2","1","business","16713","13729","Russia"
"2019-05-05","International","Ankara","2","1","business","11453","13729","Russia"
"2019-04-21","Russia","Moscow","5","1","business","22495","13729","Russia"
"2019-04-18","Western Europe","Berlin","1","1","business","8555","13729","Russia"
"2019-04-16","Russia","Ufa","3","1","business","16123","5892","Russia"
"2019-05-23","CIS","Kyiv","4","1","leasure","13564","22424","CIS"
"2019-04-16","Russia","Tambov","1","1","business","3678","16516","Russia"
"2019-04-19","Russia","Sevastopol","2","1","leasure","11694","28087","Russia"
"2019-06-23","Southern Europe","Forte dei Marmi","7","1","leasure","194172","6053","Russia"
"2019-04-17","Russia","Saint Petersburg","3","1","business","10151","21468","Russia"
"2019-04-23","Russia","Moscow","1","0","business","3596","6082","Russia"
"2019-05-03","International","Cambridge","7","0","leasure","126216","35062","Visegrad Group"
"2019-07-04","Western Europe","Paris","6","1","leasure","45216","29356","Southern Europe"
"2019-04-28","Southern Europe","Montecatini Terme","4","1","business","19360","24183","Balkans"
"2019-04-23","Southern Europe","Rapallo","2","1","business","15775","29356","Southern Europe"
"2019-04-23","Russia","Moscow","2","1","business","13833","7880","Russia"
"2019-05-18","International","Sao Paulo","7","1","leasure","39857","16741","Russia"
"2019-07-15","Southern Europe","Skiathos","11","1","leasure","74658","29356","Southern Europe"
"2019-07-20","International","Tangerang","3","1","business","6559","35354","Visegrad Group"
"2019-06-29","International","Toronto","3","1","business","46597","35673","International"
"2019-04-23","International","Tallinn","3","1","business","15388","20538","Baltic States"
"2019-04-24","International","Shenzhen","3","1","business","26502","7877","CIS"
"2019-04-24","Russia","Samara","1","1","business","2419","7880","Russia"
"2019-05-07","International","Minamiawaji","3","1","business","15616","7877","CIS"
"2019-05-14","Western Europe","Amsterdam","2","1","leasure","261339","23558","International"
"2019-04-21","International","Istanbul","1","1","business","4850","25862","International"
"2019-04-23","Russia","Moscow","2","0","business","11464","26362","Russia"
"2019-04-18","Russia","Kazan","1","1","business","2631","21468","Russia"
"2019-04-16","Russia","Norilsk","1","0","leasure","4435","21535","Russia"
"2019-04-23","Russia","Moscow","1","1","business","13408","25589","Russia"
"2019-04-18","Russia","Kurgan","1","1","business","3618","6144","Russia"
"2019-06-24","Russia","Saint Petersburg","3","1","business","118960","27145","Western Europe"
"2019-07-02","Western Europe","Munich","3","1","business","22814","24435","Arabia"
"2019-05-05","International","Netanya","7","1","leasure","52800","28900","CIS"
"2019-04-16","Russia","Murmansk","3","1","business","11020","7621","Russia"
"2019-05-04","International","New York","7","1","leasure","170760","22269","CIS"
"2019-04-29","Western Europe","Dortmund","18","1","leasure","187765","24435","Arabia"
"2019-04-24","Russia","Krasnaya Polyana","1","1","leasure","5472","28396","Russia"
"2019-04-26","Russia","Moscow","1","1","business","7448","6579","Russia"
"2019-07-09","Southern Europe","Florence","2","1","leasure","23894","28549","Western Europe"
"2019-04-22","CIS","Almaty","1","1","business","3538","21535","Russia"
"2019-05-30","Southern Europe","Madrid","3","1","leasure","484860","26939","Balkans"
"2019-09-30","Southern Europe","Catania","2","1","business","23094","25720","International"
"2019-10-10","International","New Delhi","14","1","leasure","27842","19043","Baltic States"
"2019-04-22","International","Taizhou","3","1","business","14633","13729","Russia"
"2019-05-06","International","New York","3","1","business","62182","34543","Visegrad Group"
"2020-01-09","International","Istanbul","8","1","leasure","59582","35400","International"
"2019-10-07","Southern Europe","Gijon","3","1","business","14569","7033","Russia"
"2019-04-22","International","Manama","1","1","business","5396","20278","Arabia"
"2019-05-08","International","Poznan","6","1","leasure","53025","0",""
"2019-05-11","Southern Europe","Bergamo","3","0","business","14903","0",""
"2019-06-30","Western Europe","Nice","9","0","leasure","97081","0",""
"2019-06-12","Russia","Kuchuguri","3","0","leasure","4500","0",""
"2019-05-03","Western Europe","Nice","13","0","leasure","95192","0",""
"2019-05-02","Western Europe","Paris","7","0","leasure","48243","0",""
"2019-04-22","International","Tel Aviv","16","1","leasure","172106","0",""
"2019-06-04","Western Europe","Lyon","10","0","leasure","66933","0",""
"2019-06-01","Western Europe","Paris","9","1","leasure","203457","0",""
"2019-05-04","International","Prague","8","1","leasure","38601","0",""
"2019-05-07","Southern Europe","Malaga","19","0","leasure","89196","0",""
"2019-04-25","International","Prague","8","0","leasure","38570","0",""
"2019-05-01","Russia","Vladikavkaz","3","0","business","8100","0",""
"2019-05-01","Russia","Vladikavkaz","3","1","business","9000","0",""
"2019-04-26","CIS","Nur-Sultan","2","1","leasure","14200","0",""
"2019-04-17","Russia","Moscow","1","1","business","21332","0",""
"2019-04-19","Russia","Sochi","3","0","leasure","3000","0",""
"2019-05-03","Southern Europe","Barcelona","9","1","leasure","131911","0",""
"2019-04-30","Southern Europe","Madrid","22","1","leasure","187262","0",""
"2019-04-24","Russia","Saint Petersburg","2","1","business","10190","0",""
"2019-05-16","Western Europe","Asnieres-sur-Seine","7","0","leasure","52806","0",""
"2019-04-19","Western Europe","Paris","2","1","leasure","17665","0",""
"2019-04-30","Western Europe","Paris","3","0","business","18644","0",""
"2019-05-10","Western Europe","Paris","6","1","leasure","35738","0",""
"2019-05-10","Western Europe","Paris","11","0","leasure","113177","0",""
"2019-05-19","International","Miami Beach","5","0","business","60163","0",""
"2019-05-01","Southern Europe","Rome","4","1","business","29810","0",""
"2019-04-27","Western Europe","Dusseldorf","1","1","leasure","5525","0",""
"2019-07-02","International","Malmo","3","1","leasure","26429","0",""
"2019-05-01","Western Europe","Munich","4","0","business","16051","0",""
"2019-06-10","Western Europe","Paris","15","0","leasure","86216","0",""
"2019-05-19","International","Miami Beach","5","0","business","57102","0",""
"2019-05-10","Western Europe","Paris","5","0","business","42025","0",""
"2019-04-23","International","Hong Kong","1","1","business","12136","6690","Russia"
"2019-07-18","Russia","Vladivostok","5","1","business","14989","24118","Russia"
"2019-09-05","Southern Europe","Santorini Island","3","1","leasure","37062","15959","International"
"2019-08-08","International","Kamloops","1","1","business","7001","32671","International"
"2019-05-28","International","Prague","2","1","leasure","50087","25773","Visegrad Group"
"2019-08-20","Southern Europe","Porto","3","1","business","21483","22824","Visegrad Group"
"2019-06-30","Russia","Saint Petersburg","4","1","business","20234","18821","Russia"
"2019-10-01","Western Europe","Lausanne","3","1","business","33033","23923","Arabia"
"2019-10-01","Western Europe","Lausanne","3","1","business","34528","23923","Arabia"
"2019-07-10","Southern Europe","Rome","3","1","business","21071","20649","Visegrad Group"
"2019-09-19","International","Istanbul","4","1","leasure","23117","14221","CIS"
"2019-09-06","Western Europe","Paris","4","1","business","30140","21734","Russia"
"2019-08-03","Southern Europe","Athens","2","0","leasure","5500","22934","Russia"
"2019-04-23","Western Europe","London","1","1","business","7706","29356","Southern Europe"
"2019-08-04","Southern Europe","Salou","10","1","leasure","102318","16601","Russia"
"2019-04-24","Southern Europe","Trieste","1","1","business","5525","29356","Southern Europe"
"2019-07-15","Southern Europe","Limena","10","0","leasure","27088","28329","Russia"
"2019-08-08","Southern Europe","Split","9","0","leasure","45241","25049","Russia"
"2019-04-15","Russia","Yekaterinburg","1","1","business","3291","14806","Russia"
"2019-04-17","Russia","Orenburg","1","1","business","2960","14546","Russia"
"2019-05-08","International","Prague","5","1","leasure","109034","15540","Russia"
"2019-04-25","Russia","Yaroslavl","1","1","business","2540","14546","Russia"
"2019-04-17","CIS","Sosnovka","2","1","business","7924","31614","CIS"
"2019-04-23","Russia","Anapa","2","1","business","5798","33425","Russia"
"2019-04-16","International","Istanbul","1","1","business","2077","11302","Russia"
"2019-04-22","Russia","Vladivostok","4","1","business","16494","7516","Russia"
"2019-04-19","Russia","Khabarovsk","5","1","business","7817","34083","Russia"
"2019-04-21","Southern Europe","Milan","1","0","business","2617","18961","International"
"2019-06-09","Southern Europe","Limenas Hersonissou","5","1","business","25788","35805","Balkans"
"2019-05-04","Western Europe","Geneva","4","0","business","155491","19131","CIS"
"2019-04-21","Russia","Orenburg","9","1","leasure","30839","14546","Russia"
"2019-04-24","International","Rzeszow","1","1","leasure","17652","32073","International"
"2019-05-28","Southern Europe","Rome","5","1","leasure","33152","13913","Russia"
"2019-04-21","Russia","Moscow","4","1","business","45951","33103","Russia"
"2019-05-21","CIS","Atyrau","1","1","business","2615","34177","Balkans"
"2019-05-18","International","Prague","3","1","business","100530","26172","Visegrad Group"
"2019-06-12","Western Europe","Alnwick","1","1","business","12229","7557","Russia"
"2019-06-10","Southern Europe","Rome","5","0","leasure","133547","6349","Russia"
"2019-05-07","Southern Europe","Milan","4","1","business","52606","23558","International"
"2019-04-15","Russia","Chelyabinsk","4","0","business","2796","16741","Russia"
"2019-05-01","International","Riga","3","1","business","35550","8208","Russia"
"2019-04-18","Russia","Moscow","1","1","business","7958","7880","Russia"
"2019-04-18","Russia","Cheboksary","1","1","business","2399","5892","Russia"
"2019-04-21","Russia","Moscow","10","1","leasure","87985","6268","Russia"
"2019-04-23","International","Mumbai","4","1","business","36677","37380","Arabia"
"2019-07-01","Southern Europe","Naples","8","1","leasure","58040","16695","CIS"
"2019-04-17","Russia","Cheboksary","2","1","business","6646","21468","Russia"
"2019-05-20","Southern Europe","Malia","14","1","leasure","41313","13185","Russia"
"2019-05-05","Western Europe","Lyon","3","1","business","42731","6177","Russia"
"2019-04-22","Southern Europe","Limassol","2","1","business","20210","6268","Russia"
"2019-04-22","Russia","Ufa","1","1","business","2472","21468","Russia"
"2019-05-06","Western Europe","Amsterdam","3","0","business","20994","32298","International"
"2019-05-14","International","Yongin","9","1","leasure","39227","18458","International"
"2019-05-22","Russia","Volgograd","2","1","business","7163","24880","Russia"
"2019-04-20","Arabia","Giza","3","1","business","41434","16153","Arabia"
"2019-11-20","Southern Europe","Venice","4","1","business","45652","19043","Baltic States"
"2019-11-20","Southern Europe","Venice","4","1","leasure","32858","19043","Baltic States"
"2019-04-21","CIS","Chisinau","2","1","business","12866","13729","Russia"
"2019-04-18","Russia","Ivanovo","1","1","business","4296","13729","Russia"
"2019-05-27","Russia","Kaluga","4","1","business","16578","14684","Russia"
"2019-04-15","Russia","Omsk","2","0","business","6396","14684","Russia"
"2019-05-04","CIS","Minsk","1","1","leasure","20604","22992","Russia"
"2019-07-03","International","Istanbul","3","1","business","21471","18382","CIS"
"2019-05-12","Southern Europe","Barcelona","7","0","leasure","89298","35657","Russia"
"2019-04-16","Russia","Omsk","1","1","business","4739","10306","Russia"
"2019-07-15","International","Copenhagen","9","0","leasure","92688","19344","CIS"
"2019-04-22","Russia","Ishimbay","4","0","business","6326","14684","Russia"
"2019-05-11","International","New York","3","1","leasure","100755","33710","Visegrad Group"
"2019-04-22","Russia","Omsk","2","1","business","5917","14684","Russia"
"2019-05-13","Western Europe","Bern","4","0","business","38097","14684","Russia"
"2019-05-03","Southern Europe","Lisbon","7","1","leasure","58473","33990","CIS"
"2019-06-24","Southern Europe","Bologna","2","1","business","17651","33487","Balkans"
"2019-06-24","Southern Europe","Bologna","2","1","business","25350","33487","Balkans"
"2019-05-19","Southern Europe","Barcelona","4","1","business","40144","22824","Visegrad Group"
"2019-05-26","Western Europe","Paris","1","1","leasure","10841","24815","Western Europe"
"2019-04-25","Western Europe","Luxembourg","2","1","business","41218","30760","Southern Europe"
"2019-04-20","Western Europe","Amsterdam","2","1","leasure","28475","5892","Russia"
"2019-04-23","CIS","Minsk","1","1","business","6944","22824","Visegrad Group"
"2019-07-21","International","Vilnius","7","1","leasure","20689","34693","CIS"
"2019-11-13","International","Phuket","14","1","leasure","39401","27066","Baltic States"
"2019-05-08","Western Europe","Liverpool","1","1","business","5597","24763","Western Europe"
"2019-04-25","Russia","Sochi","4","1","leasure","35291","8188","Russia"
"2019-04-16","Russia","Lipetsk","2","1","business","9762","7516","Russia"
"2019-05-04","Russia","Sochi","3","1","business","28213","6189","Russia"
"2019-05-07","Southern Europe","Poirino","3","1","business","16598","22905","Russia"
"2019-04-18","Russia","Belgorod","1","1","business","3752","22888","Russia"
"2019-04-17","Russia","Saint Petersburg","2","1","business","12349","8835","Russia"
"2019-06-02","International","Utsunomiya","5","1","business","18653","6030","Russia"
"2019-05-14","Western Europe","Berlin","5","1","business","43804","15720","CIS"
"2019-04-21","International","Tokyo","1","1","business","13619","22905","Russia"
"2019-04-24","Russia","Sochi","1","1","business","2123","22888","Russia"
"2019-04-24","International","Tokyo","2","1","business","10259","22905","Russia"
"2019-06-01","Southern Europe","Rome","9","1","leasure","94567","32561","Russia"
"2019-04-22","International","Kosice","2","1","leasure","27281","21484","Russia"
"2019-05-04","International","Tel Aviv","7","1","leasure","81543","21261","Russia"
"2019-05-08","Southern Europe","Rome","7","1","leasure","36358","28538","Russia"
"2019-05-14","Southern Europe","Milan","7","0","leasure","24169","16621","Russia"
"2019-04-24","Russia","Moscow","1","1","business","2796","7516","Russia"
"2019-05-20","Western Europe","Paris","3","1","leasure","82905","12761","Russia"
"2019-04-17","Russia","Nalchik","1","1","business","1598","21535","Russia"
"2019-05-18","International","Cabo San Lucas","3","1","business","8614","32990","International"
"2019-05-05","International","Hangzhou","6","1","leasure","73412","26861","CIS"
"2019-05-01","Western Europe","Paris","4","1","leasure","30648","6909","Russia"
"2019-05-28","Russia","Saint Petersburg","4","1","business","18650","687","Russia"
"2019-04-24","Russia","Nizhniy Novgorod","1","1","business","6483","21535","Russia"
"2019-04-19","Russia","Moscow","3","1","leasure","8454","26653","Russia"
"2019-04-17","International","Helsinki","2","1","business","16594","8040","Russia"
"2019-04-28","Western Europe","Paris","3","0","business","34730","21734","Russia"
"2019-04-15","Russia","Vyatskie Polyani","2","1","business","3255","21535","Russia"
"2019-04-20","Western Europe","Paris","2","0","leasure","31227","28396","Russia"
"2019-04-19","Russia","Novosibirsk","2","1","leasure","5381","28396","Russia"
"2019-05-18","Southern Europe","Montecatini Terme","11","1","leasure","53310","17430","Russia"
"2019-05-01","Western Europe","Paris","6","1","leasure","39952","21734","Russia"
"2019-07-01","Southern Europe","Lido di Jesolo","16","1","leasure","220570","6047","Russia"
"2019-05-21","Western Europe","Levallois-Perret","2","0","business","18066","30797","Visegrad Group"
"2019-04-17","Russia","Yakutsk","1","1","business","3554","11398","Russia"
"2019-04-22","Russia","Yaroslavl","2","0","business","6739","21535","Russia"
"2019-04-17","Russia","Nizhniy Novgorod","2","1","business","8010","15883","Russia"
"2019-08-02","International","New York","6","0","leasure","95961","37622","CIS"
"2019-11-12","International","Pattaya","5","0","business","6070","25105","Russia"
"2019-04-15","Russia","Moscow","2","1","business","72858","10579","Russia"
"2019-04-25","Western Europe","Gemenos","3","1","leasure","20708","27832","Russia"
"2019-04-27","Southern Europe","Cascais","3","1","business","51541","27048","CIS"
"2019-04-18","Russia","Ryazan","1","1","business","2489","12751","Russia"
"2019-04-26","Western Europe","Vienna","1","1","business","31073","12754","Russia"
"2019-05-11","International","Panama","15","1","leasure","39398","6180","Russia"
"2019-05-07","International","Tallinn","3","1","business","25952","15694","CIS"
"2019-04-22","Russia","Moscow","1","1","business","3358","9640","Russia"
"2019-04-24","Western Europe","Bordeaux","3","1","business","52895","10584","Russia"
"2019-04-17","Russia","Zheleznovodsk","3","1","business","10385","6003","Russia"
"2019-05-21","Russia","Moscow","2","1","business","8271","5895","Russia"
"2019-04-17","Russia","Moscow","1","0","business","4010","5798","Russia"
"2019-04-21","Arabia","Oran","3","1","business","8790","32125","International"
"2019-05-11","Western Europe","Paris","4","1","business","44352","6821","Russia"
"2019-04-17","Southern Europe","Divaca","1","1","leasure","10606","21072","Baltic States"
"2019-05-01","Russia","Moscow","1","0","business","3182","14089","Russia"
"2019-05-03","International","Riga","3","1","leasure","28806","12598","Russia"
"2019-05-11","International","Tokyo","1","1","leasure","14682","25252","Russia"
"2019-04-16","Russia","Yekaterinburg","1","1","business","5884","15694","CIS"
"2019-05-13","Western Europe","Zurich","2","1","business","31767","15998","Russia"
"2019-04-17","Arabia","Dubai","2","1","business","31997","14181","Russia"
"2019-05-04","Southern Europe","Bologna","1","1","leasure","5758","26010","Visegrad Group"
"2019-05-01","Southern Europe","Malaga","14","1","leasure","88660","17368","Russia"
"2019-04-15","Russia","Moscow","2","0","business","22189","10189","Russia"
"2019-05-09","International","Beverly Hills","4","0","leasure","139728","12751","Russia"
"2019-04-16","Russia","Samara","4","1","business","17932","5963","Russia"
"2019-04-22","Russia","Moscow","2","1","business","22826","27048","CIS"
"2019-04-23","Russia","Moscow","2","1","business","9121","5963","Russia"
"2019-05-26","Southern Europe","Valencia","3","1","business","29324","5846","Russia"
"2019-04-17","Russia","Koreiz","3","0","business","11210","6868","Russia"
"2019-06-22","Russia","Saint Petersburg","4","1","business","130559","27087","Russia"
"2019-05-07","CIS","Baku","2","0","leasure","31009","31339","Russia"
"2019-06-14","International","Las Vegas","2","0","leasure","71931","6761","Russia"
"2019-06-01","Western Europe","Schiphol","1","0","leasure","14674","19380","International"
"2019-05-26","Russia","Yekaterinburg","4","1","business","12069","14273","Russia"
"2019-05-09","Russia","Moscow","3","1","leasure","7981","6306","Russia"
"2019-06-02","International","Tallinn","1","1","business","5230","18390","Baltic States"
"2019-05-22","Southern Europe","Nicosia","1","1","business","9225","35805","Balkans"
"2019-06-06","Russia","Simferopol","1","0","leasure","3075","9943","Russia"
"2019-04-22","Russia","Krasnodar","4","0","business","189140","29887","Russia"
"2019-04-16","International","New Delhi","3","1","business","18192","18862","International"
"2019-06-24","International","Vilnius","13","0","leasure","46768","26125","Russia"
"2019-04-21","International","Houston","5","1","business","26534","31614","CIS"
"2019-04-23","Southern Europe","Reus","4","1","business","15847","20630","Baltic States"
"2019-04-28","International","Manama","4","1","business","24544","21625","Arabia"
"2019-05-02","Southern Europe","Florence","2","0","leasure","17374","18556","International"
"2019-04-19","Russia","Irkutsk","2","1","leasure","8683","15190","Russia"
"2019-04-17","Russia","Moscow","2","0","business","6371","7471","Russia"
"2019-05-07","International","Osaka","2","1","business","14059","37234","Russia"
"2019-04-21","Russia","Novosibirsk","5","1","business","14385","33071","Russia"
"2019-04-16","Russia","Moscow","1","1","business","7626","6458","Russia"
"2019-05-09","Arabia","Medina","2","1","business","34853","21625","Arabia"
"2019-04-19","International","Istanbul","5","1","business","21332","34750","International"
"2019-04-15","International","Riga","1","1","business","4176","6528","Russia"
"2019-05-06","Arabia","Dubai","3","0","business","5666","37465","Balkans"
"2019-04-16","Russia","Moscow","3","1","business","28884","7516","Russia"
"2019-04-30","Southern Europe","Athens","29","0","leasure","86769","7861","Russia"
"2019-04-15","Russia","Saint Petersburg","1","0","business","1077","5799","Russia"
"2019-04-24","Russia","Moscow","1","1","business","4351","22888","Russia"
"2019-05-01","International","Istanbul","4","1","leasure","10855","31261","CIS"
"2019-05-01","Western Europe","Paris","3","0","business","12524","6442","Russia"
"2019-04-17","Russia","Saint Petersburg","2","1","business","10803","22888","Russia"
"2019-04-23","Russia","Saratov","1","1","business","3234","6146","Russia"
"2019-07-08","Southern Europe","Rome","3","0","business","7358","6189","Russia"
"2019-04-21","Western Europe","Salford","9","1","leasure","79512","31504","Russia"
"2019-04-22","Russia","Irkutsk","1","1","business","14224","7516","Russia"
"2019-05-01","Western Europe","Berlin","29","1","leasure","166418","6189","Russia"
"2019-04-23","Russia","Moscow","4","1","business","29119","22888","Russia"
"2019-04-22","International","Nagoya","2","1","business","23265","22905","Russia"
"2019-04-23","Russia","Saint Petersburg","1","1","business","5407","22888","Russia"
"2019-04-22","Russia","Voronezh","2","1","business","5609","7516","Russia"
"2019-04-29","Arabia","Aqaba","6","1","leasure","90681","13604","Russia"
"2019-06-13","Western Europe","Liverpool","1","1","business","13674","7557","Russia"
